= Jogador: Toninhoc | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x0000000002845BC8>'
= Jogador: Hrk | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000002031B648>'
= Jogador: Neji | Tempo: 4 hora(s) | Banido por: -2 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x0000000038F0CCC8>'
= Jogador: Lililicada78 | Tempo: 4 hora(s) | Banido por: 15 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x000000003DADB088>'
= Jogador: Noaeh | Tempo: 2 hora(s) | Banido por: -49 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x0000000047CA5F48>'
= Jogador: Fakezin | Tempo: 4 hora(s) | Banido por: 105 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x000000004A1FC248>'
= Jogador: Puck | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x0000000008E50E08>'
= Jogador: Jajajanoobss | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x0000000009CADA48>'
= Jogador: B_t | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000000B0B3F48>'
= Jogador: Loookodetody | Tempo: 6 hora(s) | Banido por: -39 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x000000000CDD5E48>'
= Jogador: Xlow | Tempo: 2 hora(s) | Banido por: 53 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x0000000009B641C8>'
= Jogador: Soufakedehak | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x0000000003608D88>'
= Jogador: Zin | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x0000000009C80D48>'
= Jogador: Brunorataum | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x0000000008DA0648>'
= Jogador: Escorpiao | Tempo: 2 hora(s) | Banido por: -67 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x000000000A0F95C8>'
= Jogador: Mc_kevinho1 | Tempo: 2 hora(s) | Banido por: -2 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x000000000BF074C8>'
= Jogador: Sem_conta | Tempo: 4 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000000D7081C8>'
= Jogador: Soufakeclaro | Tempo: 2 hora(s) | Banido por: -124 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x000000000D3F7C08>'
= Jogador: Limamatt | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000000EDD5E08>'
= Jogador: Panda7u7 | Tempo: 2 hora(s) | Banido por: -71 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x000000000C5A7288>'
= Jogador: Croosfire | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x0000000011767FC8>'
= Jogador: Mitodasrave | Tempo: 2 hora(s) | Banido por: -106 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x0000000002805D48>'
= Jogador: Escorpiao | Tempo: 4 hora(s) | Banido por: -105 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x000000000992DF88>'
= Jogador: Limamatt | Tempo: 4 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x0000000003C40308>'
= Jogador: Bruuh | Tempo: 2 hora(s) | Banido por: -90 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x0000000002439C48>'
= Jogador: Meep | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000000BD84848>'
= Jogador: Malcomida | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x0000000009EDE8C8>'
= Jogador: Malcomida | Tempo: 4 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000000D5EDA88>'
= Jogador: Ewuhilande | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000000DD6AB48>'
= Jogador: Ewuhilande | Tempo: 4 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000000DD6AB48>'
= Jogador: Ewuhilande | Tempo: 6 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000000BE6CD08>'
= Jogador: Malys | Tempo: 2 hora(s) | Banido por: 125 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x0000000010686888>'
= Jogador: Malys | Tempo: 4 hora(s) | Banido por: -106 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x0000000010686888>'
= Jogador: Leafeon123 | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x00000000174C0B48>'
= Jogador: Amy | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000001AA9E908>'
= Jogador: Lucas_1554 | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x000000001EE74808>'
= Jogador: Misterlindo | Tempo: 2 hora(s) | Banido por: -36 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x000000001F3F6D08>'
= Jogador: Gatinhakss | Tempo: 2 hora(s) | Banido por: -8 | Data: Unknown | +Info: '<ByteArray.ByteArray instance at 0x00000000174DADC8>'
= Jogador: Super_ratoww | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x00000000202F7F08>'
= Jogador: Pro | Tempo: 2 hora(s) | Banido por: 55 | Data: Speed | +Info: '<ByteArray.ByteArray instance at 0x0280BD28>'
